line_id, coordinate_x, coordinate_y
9, 16.4083, 8.99373
9, 16.6084, 8.99365
9, 16.8086, 8.99357
9, 17.0087, 8.99349
9, 17.2089, 8.99341
9, 17.409, 8.99333
9, 17.6092, 8.99326
9, 17.8093, 8.99318
9, 18.0095, 8.99311
9, 18.2097, 8.99304
9, 18.4098, 8.99297
9, 18.61, 8.9929
9, 18.8102, 8.99283
9, 19.0103, 8.99276
9, 19.2105, 8.9927
9, 19.4107, 8.99263
9, 19.6108, 8.99257
9, 19.811, 8.9925
